MODEL_ENG_13_0;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;;;;;X
MODEL_ENG_13_1;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;;;;;X
MODEL_ENG_13_2;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;;;;;X
MODEL_ENG_13_3;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;;;;;X
MODEL_ENG_13_4;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;;;;;X
MODEL_ENG_13_5;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;;;;;X
MODEL_ENG_13_6;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;;;;;X
MODEL_ENG_13_7;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;;;;;X
MODEL_ENG_13_8;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;de Havilland Vampire;;;;;X
MODEL_ENG_13_9;English Electric Lightning;English Electric Lightning;English Electric Lightning;English Electric Lightning;English Electric Lightning;English Electric Lightning;;;;;X
MODEL_ENG_14_0;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;;;;;X
MODEL_ENG_14_1;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;;;;;X
MODEL_ENG_14_2;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;;;;;X
MODEL_ENG_14_3;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;;;;;X
MODEL_ENG_14_4;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;;;;;X
MODEL_ENG_14_5;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;;;;;X
MODEL_ENG_15_0;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;;;;;X
MODEL_ENG_15_1;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;;;;;X
MODEL_ENG_15_2;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;;;;;X
MODEL_ENG_15_3;Bristol Buckingham;Bristol Buckingham;Bristol Buckingham;Bristol Buckingham;Bristol Buckingham;Bristol Buckingham;;;;;X
MODEL_ENG_15_4;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;;;;;X
MODEL_ENG_15_5;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;;;;;X
MODEL_ENG_15_6;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;;;;;X
MODEL_ENG_16_0;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;;;;;X
MODEL_ENG_16_1;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;;;;;X
MODEL_ENG_16_2;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;;;;;X
MODEL_ENG_16_3;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;Supermarine Attacker;;;;;X
MODEL_ENG_16_4;Avro Shackleton;Avro Shackleton;Avro Shackleton;Avro Shackleton;Avro Shackleton;Avro Shackleton;;;;;X
MODEL_ENG_17_0;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;Fairey Battle;;;;;X
MODEL_ENG_17_1;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;Hawker Hurricane Mk.IV;;;;;X
MODEL_ENG_17_2;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;;;;;X
MODEL_ENG_17_3;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;;;;;X
MODEL_ENG_17_4;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;;;;;X
MODEL_ENG_17_5;Blackburn Buccaneer;Blackburn Buccaneer;Blackburn Buccaneer;Blackburn Buccaneer;Blackburn Buccaneer;Blackburn Buccaneer;;;;;X
MODEL_ENG_18_0;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;;;;;X
MODEL_ENG_18_1;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;;;;;X
MODEL_ENG_18_2;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;;;;;X
MODEL_ENG_18_3;Blackburn Beverly;Blackburn Beverly;Blackburn Beverly;Blackburn Beverly;Blackburn Beverly;Blackburn Beverly;;;;;X
MODEL_ENG_18_4;Short Belfast;Short Belfast;Short Belfast;Short Belfast;Short Belfast;Short Belfast;;;;;X
MODEL_ENG_20_0;Thor;Thor;Thor;Thor;Thor;Thor;;;;;x
MODEL_ENG_20_1;Blue Streak;Blue Streak;Blue Streak;Blue Streak;Blue Streak;Blue Streak;;;;;x
MODEL_ENG_21_1;Queen Elizabeth-class;Queen Elizabeth-class;Classe Queen Elizabeth;Queen Elizabeth-class;Queen Elizabeth-Klasse;Queen Elizabeth-Klasse;;;;;x
MODEL_ENG_21_2;Nelson-class;Nelson-class;Classe Nelson;Nelson-class;Nelson-Klasse;Nelson-Klasse;;;;;x
MODEL_ENG_21_3;King George V-class;King George V-class;Classe King George V;King George V-class;King George V-Klasse;King George V-Klasse;;;;;x
MODEL_ENG_21_4;Vanguard-class;Vanguard-class;Classe Vanguard;Vanguard-class;Vanguard-Klasse;Vanguard-Klasse;;;;;x
MODEL_ENG_22_0;Caledon-class;Caledon-class;Classe Caledon;Caledon-class;Caledon-Klasse;Caledon-Klasse;;;;;x
MODEL_ENG_22_1;Emerald-class;Emerald-class;Classe Emerald;Emerald-class;Emerald-Klasse;Emerald-Klasse;;;;;x
MODEL_ENG_22_2;Leander-class;Leander-class;Classe Leander;Leander-class;Leander-Klasse;Leander-Klasse;;;;;x
MODEL_ENG_22_3;Southampton-class;Southampton-class;Classe Southampton;Southampton-class;Southampton-Klasse;Southampton-Klasse;;;;;x
MODEL_ENG_22_4;Swiftsure-class;Swiftsure-class;Classe Swiftsure;Swiftsure-class;Swiftsure-Klasse;Swiftsure-Klasse;;;;;x
MODEL_ENG_22_5;Minotaur-class;Minotaur-class;Classe Minotaur;Minotaur-class;Minotaur-Klasse;Minotaur-Klasse;;;;;x
MODEL_ENG_22_6;Tiger-class;Tiger-class;Classe Tiger;Tiger-class;Tiger-Klasse;Tiger-Klasse;;;;;x
MODEL_ENG_23_1;Kent-class;Kent-class;Classe Kent;Kent-class;Kent-Klasse;Kent-Klasse;;;;;x
MODEL_ENG_23_2;Surrey-class;Surrey-class;Classe Surrey;Surrey-class;Surrey-Klasse;Surrey-Klasse;;;;;x
MODEL_ENG_24_1;Renown-class;Renown-class;Classe Renown;Renown-class;Renown-Klasse;Renown-Klasse;;;;;x
MODEL_ENG_24_2;Hood-class;Hood-class;Classe Hood;Hood-class;Hood-Klasse;Hood-Klasse;;;;;x
MODEL_ENG_24_3;G3-class;G3-class;Classe G3;G3-class;G3-Klasse;G3-Klasse;;;;;x
MODEL_ENG_25_0;V-class;V-class;Classe V;V-class;V-Klasse;V-Klasse;;;;;x
MODEL_ENG_25_1;A-class;A-class;Classe A;A-class;A-Klasse;A-Klasse;;;;;x
MODEL_ENG_25_2;Tribal-class;Tribal-class;Classe Tribal;Tribal-class;Tribal-Klasse;Tribal-Klasse;;;;;x
MODEL_ENG_25_3;Battle-class;Battle-class;Classe Battle;Battle-class;Battle-Klasse;Battle-Klasse;;;;;x
MODEL_ENG_25_4;Daring-class;Daring-class;Classe Daring;Daring-class;Daring-Klasse;Daring-Klasse;;;;;x
MODEL_ENG_25_5;County-class;County-class;Classe County;County-class;County-Klasse;County-Klasse;;;;;x
MODEL_ENG_25_6;Bristol-class;Bristol-class;Classe Bristol;Bristol-class;Bristol-Klasse;Bristol-Klasse;;;;;x
MODEL_ENG_26_1;Courageous-class;Courageous-class;Classe Courageous;Courageous-class;Courageous-Klasse;Courageous-Klasse;;;;;x
MODEL_ENG_26_2;Ark Royal-class;Ark Royal-class;Classe Ark Royal;Ark Royal-class;Ark Royal-Klasse;Ark Royal-Klasse;;;;;x
MODEL_ENG_26_3;Illustrious-class;Illustrious-class;Classe Illustrious;Illustrious-class;Illustrious-Klasse;Illustrious-Klasse;;;;;x
MODEL_ENG_26_4;Implacable-class;Implacable-class;Classe Implacable;Implacable-class;Implacable-Klasse;Implacable-Klasse;;;;;x
MODEL_ENG_26_5;Eagle-class;Eagle-class;Classe Eagle;Eagle-class;Eagle-Klasse;Eagle-Klasse;;;;;x
MODEL_ENG_26_6;Malta-class;Malta-class;Classe Malta;Malta-class;Malta-Klasse;Malta-Klasse;;;;;x
MODEL_ENG_26_7;CVA-01-class;CVA-01-class;Classe CVA-01;CVA-01-class;CVA-01-Klasse;CVA-01-Klasse;;;;;x
MODEL_ENG_27_0;Hermes-class;Hermes-class;Classe Hermes;Hermes-class;Hermes-Klasse;Hermes-Klasse;;;;;x
MODEL_ENG_27_1;Eagle-class;Eagle-class;Classe Eagle;Eagle-class;Eagle-Klasse;Eagle-Klasse;;;;;x
MODEL_ENG_27_2;Unicorn-class;Unicorn-class;Classe Unicorn;Unicorn-class;Unicorn-Klasse;Unicorn-Klasse;;;;;x
MODEL_ENG_27_3;Colossus-class;Colossus-class;Classe Colossus;Colossus-class;Colossus-Klasse;Colossus-Klasse;;;;;x
MODEL_ENG_27_4;Centaur-class;Centaur-class;Classe Centaur;Centaur-class;Centaur-class;Centaur-class;;;;;x
MODEL_ENG_27_5;Invincible-class;Invincible-class;Classe Invincible;Invincible-class;Invincible-class;Invincible-class;;;;;x
MODEL_ENG_28_0;H-boat-class;H-boat-class;Classe H-boat;H-boat-class;H-boat-Klasse;H-boat-Klasse;;;;;x
MODEL_ENG_28_1;Swordfish-class;Swordfish-class;Classe Swordfish;Swordfish-class;Swordfish-Klasse;Swordfish-Klasse;;;;;x
MODEL_ENG_28_2;Triton-class;Triton-class;Classe Triton;Triton-class;Triton-Klasse;Triton-Klasse;;;;;x
MODEL_ENG_28_3;A-boat-class;A-boat-class;Classe A-boat;A-boat-class;A-boat-Klasse;A-boat-Klasse;;;;;x
MODEL_ENG_28_4;Explorer-class;Explorer-class;Classe Explorer;Explorer-class;Explorer-Klasse;Explorer-Klasse;;;;;x
MODEL_ENG_28_5;Porpoise-class;Porpoise-class;Classe Porpoise;Porpoise-class;Porpoise-Klasse;Porpoise-Klasse;;;;;x
MODEL_ENG_28_6;Dreadnought-class;Dreadnought-class;Classe Dreadnought;Dreadnought-class;Dreadnought-Klasse;Dreadnought-Klasse;;;;;x
MODEL_ENG_29_0;Dreadnought-class;Dreadnought-class;Classe Dreadnought;Dreadnought-class;Dreadnought-Klasse;Dreadnought-Klasse;;;;;x
#;;;;;;;;;;;x
MODEL_EST_4_0;TK-S;TK-S;TK-S;TK-S;TK-S;TK-S;;;;;X
MODEL_EST_4_1;7TPjw;7TPjw;7TPjw;7TPjw;7TPjw;7TPjw;;;;;X
MODEL_EST_4_2;10TPjw;10TPjw;10TPjw;10TPjw;10TPjw;10TPjw;;;;;X
MODEL_EST_5_0;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;;;;;X
MODEL_EST_5_1;T-28;T-28;T-28;T-28;T-28;T-28;;;;;X
MODEL_EST_5_2;14TPjw;14TPjw;14TPjw;14TPjw;14TPjw;14TPjw;;;;;X
MODEL_EST_5_3;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;Mk.VIII A23M Cromwell;;;;;X
MODEL_EST_5_4;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;;;;;X
MODEL_EST_5_5;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;;;;;X
MODEL_EST_13_0;Bristol Bulldog II;Bristol Bulldog II;Bristol Bulldog II;Bristol Bulldog II;Bristol Bulldog II;Bristol Bulldog II;;;;;X
MODEL_EST_25_0;Lennuk-class;Lennuk-class;Classe Lennuk;Lennuk-class;Lennuk-Klasse;Lennuk-Klasse;;;;;x
MODEL_EST_28_0;Kalev-class;Kalev-class;Classe Kalev;Kalev-class;Kalev-Klasse;Kalev-Klasse;;;;;x
MODEL_ETH_4_0;CV-33;CV-33;CV-33;CV-33;CV-33;CV-33;;;;;X
MODEL_ETH_4_1;Vickers 6 ton.;Vickers 6 ton.;Vickers 6 ton.;Vickers 6 ton.;Vickers 6 ton.;Vickers 6 ton.;;;;;X
MODEL_ETH_4_2;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;;;;;X
MODEL_ETH_5_0;Fiat 2000;Fiat 2000;Fiat 2000;Fiat 2000;Fiat 2000;Fiat 2000;;;;;X
MODEL_ETH_5_1;M.13/39;M.13/39;M.13/39;M.13/39;M.13/39;M.13/39;;;;;X
MODEL_ETH_5_2;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;;;;;X
MODEL_ETH_5_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;;;;X
MODEL_ETH_5_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;;;;X
MODEL_ETH_5_5;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;;;;;X
MODEL_ETH_13_0;Fokker F.VII;Fokker F.VII;Fokker F.VII;Fokker F.VII;Fokker F.VII;Fokker F.VII;;;;;X
MODEL_FIN_4_0;Traktor nr.53;Traktor nr.53;Traktor nr.53;Traktor nr.53;Traktor nr.53;Traktor nr.53;;;;;X
MODEL_FIN_4_1;T-26;T-26;T-26;T-26;T-26;T-26;;;;;X
MODEL_FIN_4_2;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;;;;;X
MODEL_FIN_5_0;T-18;T-18;T-18;T-18;T-18;T-18;;;;;X
MODEL_FIN_5_1;Renault R35;Renault R35;Renault R35;Renault R35;Renault R35;Renault R35;;;;;X
MODEL_FIN_5_2;BT43;BT43;BT43;BT43;BT43;BT43;;;;;X
MODEL_FIN_5_3;Landsverk L-63;Landsverk L-63;Landsverk L-63;Landsverk L-63;Landsverk L-63;Landsverk L-63;;;;;X
MODEL_FIN_5_4;T-34 m.44;T-34 m.44;T-34 m.44;T-34 m.44;T-34 m.44;T-34 m.44;;;;;X
MODEL_FIN_12_0;VL Myrsky;VL Myrsky;VL Myrsky;VL Myrsky;VL Myrsky;VL Myrsky;;;;;X
MODEL_FIN_12_1;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;Messerschmitt Bf-109G Gustav;;;;;X
MODEL_FIN_12_2;VL Pyörremyrsky;VL Pyörremyrsky;VL Pyörremyrsky;VL Pyörremyrsky;VL Pyörremyrsky;VL Pyörremyrsky;;;;;X
MODEL_FIN_13_0;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;;;;;X
MODEL_FIN_13_1;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;;;;;X
MODEL_FIN_13_2;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;;;;;X
MODEL_FIN_13_3;VL Vihuri;VL Vihuri;VL Vihuri;VL Vihuri;VL Vihuri;VL Vihuri;;;;;X
MODEL_FIN_13_4;VL Myrsky II;VL Myrsky II;VL Myrsky II;VL Myrsky II;VL Myrsky II;VL Myrsky II;;;;;X
MODEL_FIN_15_0;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;Bristol Blenheim Mk.I;;;;;X
MODEL_FIN_15_1;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;Bristol Blenheim Mk.IV;;;;;X
MODEL_FIN_15_2;Heinkel He-111;Heinkel He-111;Heinkel He-111;Heinkel He-111;Heinkel He-111;Heinkel He-111;;;;;X
MODEL_FIN_15_3;Junkers Ju-88;Junkers Ju-88;Junkers Ju-88;Junkers Ju-88;Junkers Ju-88;Junkers Ju-88;;;;;X
MODEL_FIN_18_0;Junkers Ju52/3m;Junkers Ju52/3m;Junkers Ju52/3m;Junkers Ju52/3m;Junkers Ju52/3m;Junkers Ju52/3m;;;;;X
MODEL_FIN_23_0;Ilmarinen-class;Ilmarinen-class;Classe Ilmarinen;Ilmarinen-class;Ilmarinen-Klasse;Ilmarinen-Klasse;;;;;x
MODEL_FIN_28_0;Saukko-class;Saukko-class;Classe Saukko;Saukko-class;Saukko-Klasse;Saukko-Klasse;;;;;x
MODEL_FIN_28_1;Vetehinen-class;Vetehinen-class;Classe Vetehinen;Vetehinen-class;Vetehinen-Klasse;Vetehinen-Klasse;;;;;x
#;;;;;;;;;;;x
MODEL_FRA_4_0;Renault AMR 1935;Renault AMR 1935;Renault AMR 1935;Renault AMR 1935;Renault AMR 1935;Renault AMR 1935;;;;;X
MODEL_FRA_4_1;Hotchkiss H-39;Hotchkiss H-39;Hotchkiss H-39;Hotchkiss H-39;Hotchkiss H-39;Hotchkiss H-39;;;;;X
MODEL_FRA_4_2;AMX R-40;AMX R-40;AMX R-40;AMX R-40;AMX R-40;AMX R-40;;;;;X
MODEL_FRA_5_0;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;;;;;X
MODEL_FRA_5_1;FCM-36;FCM-36;FCM-36;FCM-36;FCM-36;FCM-36;;;;;X
MODEL_FRA_5_2;Somua S-35;Somua S-35;Somua S-35;Somua S-35;Somua S-35;Somua S-35;;;;;X
MODEL_FRA_5_3;Somua S-40;Somua S-40;Somua S-40;Somua S-40;Somua S-40;Somua S-40;;;;;X
MODEL_FRA_5_4;ARL-44;ARL-44;ARL-44;ARL-44;ARL-44;ARL-44;;;;;X
MODEL_FRA_5_5;AMX-50;AMX-50;AMX-50;AMX-50;AMX-50;AMX-50;;;;;X
MODEL_FRA_5_6;M47 Patton;M47 Patton;M47 Patton;M47 Patton;M47 Patton;M47 Patton;;;;;X
MODEL_FRA_5_7;AMX-30;AMX-30;AMX-30;AMX-30;AMX-30;AMX-30;;;;;X
MODEL_FRA_12_0;Dewoitine D.520;Dewoitine D.520;Dewoitine D.520;Dewoitine D.520;Dewoitine D.520;Dewoitine D.520;;;;;X
MODEL_FRA_12_1;Dewoitine D.552;Dewoitine D.552;Dewoitine D.552;Dewoitine D.552;Dewoitine D.552;Dewoitine D.552;;;;;X
MODEL_FRA_12_2;Vought F4U Corsair;Vought F4U Corsair;Vought F4U Corsair;Vought F4U Corsair;Vought F4U Corsair;Vought F4U Corsair;;;;;X
MODEL_FRA_12_3;Dassault Ouragan;Dassault Ouragan;Dassault Ouragan;Dassault Ouragan;Dassault Ouragan;Dassault Ouragan;;;;;X
MODEL_FRA_12_4;Dassault Mystere IIC;Dassault Mystere IIC;Dassault Mystere IIC;Dassault Mystere IIC;Dassault Mystere IIC;Dassault Mystere IIC;;;;;X
MODEL_FRA_12_5;Dassault Super Mystere;Dassault Super Mystere;Dassault Super Mystere;Dassault Super Mystere;Dassault Super Mystere;Dassault Super Mystere;;;;;X
MODEL_FRA_13_0;Dewoitine D.510;Dewoitine D.510;Dewoitine D.510;Dewoitine D.510;Dewoitine D.510;Dewoitine D.510;;;;;X
MODEL_FRA_13_1;Morane-Saulnier MS.406;Morane-Saulnier MS.406;Morane-Saulnier MS.406;Morane-Saulnier MS.406;Morane-Saulnier MS.406;Morane-Saulnier MS.406;;;;;X
MODEL_FRA_13_2;Bloch MB.152;Bloch MB.152;Bloch MB.152;Bloch MB.152;Bloch MB.152;Bloch MB.152;;;;;X
MODEL_FRA_13_3;Arsenal VG.33;Arsenal VG.33;Arsenal VG.33;Arsenal VG.33;Arsenal VG.33;Arsenal VG.33;;;;;X
MODEL_FRA_13_4;Bloch MB.157;Bloch MB.157;Bloch MB.157;Bloch MB.157;Bloch MB.157;Bloch MB.157;;;;;X
MODEL_FRA_13_5;Arsenal VG.70;Arsenal VG.70;Arsenal VG.70;Arsenal VG.70;Arsenal VG.70;Arsenal VG.70;;;;;X
MODEL_FRA_13_7;Sud-Est SE.530 Mistral;Sud-Est SE.530 Mistral;Sud-Est SE.530 Mistral;Sud-Est SE.530 Mistral;Sud-Est SE.530 Mistral;Sud-Est SE.530 Mistral;;;;;X
MODEL_FRA_13_8;Dassault Mystere IVA;Dassault Mystere IVA;Dassault Mystere IVA;Dassault Mystere IVA;Dassault Mystere IVA;Dassault Mystere IVA;;;;;X
MODEL_FRA_13_9;Dassault Mirage IIIC;Dassault Mirage IIIC;Dassault Mirage IIIC;Dassault Mirage IIIC;Dassault Mirage IIIC;Dassault Mirage IIIC;;;;;X
MODEL_FRA_14_0;Farman F.222;Farman F.222;Farman F.222;Farman F.222;Farman F.222;Farman F.222;;;;;X
MODEL_FRA_14_1;Bloch MB.162;Bloch MB.162;Bloch MB.162;Bloch MB.162;Bloch MB.162;Bloch MB.162;;;;;X
MODEL_FRA_14_2;Farman F.420;Farman F.420;Farman F.420;Farman F.420;Farman F.420;Farman F.420;;;;;X
MODEL_FRA_14_4;Dassault Mirage IV;Dassault Mirage IV;Dassault Mirage IV;Dassault Mirage IV;Dassault Mirage IV;Dassault Mirage IV;;;;;X
MODEL_FRA_15_0;Amiot 143;Amiot 143;Amiot 143;Amiot 143;Amiot 143;Amiot 143;;;;;X
MODEL_FRA_15_1;Bloch MB.210;Bloch MB.210;Bloch MB.210;Bloch MB.210;Bloch MB.210;Bloch MB.210;;;;;X
MODEL_FRA_15_2;Liore-Olivier LeO 451;Liore-Olivier LeO 451;Liore-Olivier LeO 451;Liore-Olivier LeO 451;Liore-Olivier LeO 451;Liore-Olivier LeO 451;;;;;X
MODEL_FRA_15_5;Sud SE.202 Aquilon;Sud SE.202 Aquilon;Sud SE.202 Aquilon;Sud SE.202 Aquilon;Sud SE.202 Aquilon;Sud SE.202 Aquilon;;;;;X
MODEL_FRA_15_6;Sud-Ouest Vautour II-B;Sud-Ouest Vautour II-B;Sud-Ouest Vautour II-B;Sud-Ouest Vautour II-B;Sud-Ouest Vautour II-B;Sud-Ouest Vautour II-B;;;;;X
MODEL_FRA_16_0;Loire LN.401;Loire LN.401;Loire LN.401;Loire LN.401;Loire LN.401;Loire LN.401;;;;;X
MODEL_FRA_16_1;Potez-C.A.M.S. 141;Potez-C.A.M.S. 141;Potez-C.A.M.S. 141;Potez-C.A.M.S. 141;Potez-C.A.M.S. 141;Potez-C.A.M.S. 141;;;;;X
MODEL_FRA_16_2;Breguet Alize;Breguet Alize;Breguet Alize;Breguet Alize;Breguet Alize;Breguet Alize;;;;;X
MODEL_FRA_16_3;Brequet Atlantic;Brequet Atlantic;Brequet Atlantic;Brequet Atlantic;Brequet Atlantic;Brequet Atlantic;;;;;X
MODEL_FRA_16_4;Dassault Etendard IVM;Dassault Etendard IVM;Dassault Etendard IVM;Dassault Etendard IVM;Dassault Etendard IVM;Dassault Etendard IVM;;;;;X
MODEL_FRA_17_0;Potez 633;Potez 633;Potez 633;Potez 633;Potez 633;Potez 633;;;;;X
MODEL_FRA_17_1;Breguet Br.691;Breguet Br.691;Breguet Br.691;Breguet Br.691;Breguet Br.691;Breguet Br.691;;;;;X
MODEL_FRA_17_3;Sud-Est SE.535 Mistral;Sud-Est SE.535 Mistral;Sud-Est SE.535 Mistral;Sud-Est SE.535 Mistral;Sud-Est SE.535 Mistral;Sud-Est SE.535 Mistral;;;;;X
MODEL_FRA_17_4;Dassault Etendard IVM;Dassault Etendard IVM;Dassault Etendard IVM;Dassault Etendard IVM;Dassault Etendard IVM;Dassault Etendard IVM;;;;;X
MODEL_FRA_17_5;Dassault Mirage IIIE;Dassault Mirage IIIE;Dassault Mirage IIIE;Dassault Mirage IIIE;Dassault Mirage IIIE;Dassault Mirage IIIE;;;;;X
MODEL_FRA_18_0;Bloch MB.221;Bloch MB.221;Bloch MB.221;Bloch MB.221;Bloch MB.221;Bloch MB.221;;;;;X
MODEL_FRA_18_2;Breguet Br.765 Sahara;Breguet Br.765 Sahara;Breguet Br.765 Sahara;Breguet Br.765 Sahara;Breguet Br.765 Sahara;Breguet Br.765 Sahara;;;;;X
MODEL_FRA_18_3;Nord Noratlas;Nord Noratlas;Nord Noratlas;Nord Noratlas;Nord Noratlas;Nord Noratlas;;;;;X
MODEL_FRA_18_4;Transall C-160;Transall C-160;Transall C-160;Transall C-160;Transall C-160;Transall C-160;;;;;X
MODEL_FRA_21_0;Courbet-class;Courbet-class;Classe Courbet;Courbet-class;Courbet-Klasse;Courbet-Klasse;;;;;x
MODEL_FRA_21_1;Bretagne-class;Bretagne-class;Classe Bretagne;Bretagne-class;Bretagne-Klasse;Bretagne-Klasse;;;;;x
MODEL_FRA_21_3;Richelieu-class;Richelieu-class;Classe Richelieu;Richelieu-class;Richelieu-Klasse;Richelieu-Klasse;;;;;x
MODEL_FRA_22_0;Pluton-class;Pluton-class;Classe Pluton;Pluton-class;Pluton-Klasse;Pluton-Klasse;;;;;x
