Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Moore  J.E.;60278;USA;1930;1930;1990;1990;2;7;4;3;0;5;0;L60278;1943;1960;x
Moore  R.C.;60279;USA;1930;1930;1990;1990;2;5;513;2;0;5;0;L60279;1930;1960;x
Morris;60280;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60280;1942;1960;x
Mueller;60281;USA;1930;1930;1990;1990;2;4;3;1;0;5;0;L60281;1940;1960;x
Murray M.M.;60282;USA;1930;1930;1990;1990;2;5;4;2;0;5;0;L60282;1938;1960;x
Murray R;60283;USA;1930;1930;1990;1990;2;6;4;2;0;5;0;L60283;1944;1960;x
Newgarden;60284;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60284;1941;1960;x
Nichols;60285;USA;1930;1930;1990;1990;2;5;0;2;0;5;0;L60285;1942;1960;x
O'Daniel;60286;USA;1930;1930;1990;1990;2;6;4;2;0;5;0;L60286;1942;1960;x
Oliver;60287;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60287;1942;1960;x
Palmer;60288;USA;1930;1930;1990;1990;2;7;4;3;0;5;0;L60288;1944;1960;x
Parker;60289;USA;1930;1930;1990;1990;2;5;1;2;0;5;0;L60289;1941;1960;x
Parks;60290;USA;1930;1930;1990;1990;2;5;256;2;0;5;0;L60290;1943;1960;x
Patch;60291;USA;1930;1930;1944;1990;2;8;261;4;0;5;0;L60291;1942;1960;x
Patrick;60292;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60292;1944;1960;x
Patterson;60293;USA;1930;1930;1990;1990;2;4;64;1;0;5;0;L60293;1940;1960;x
Patton;60294;USA;1930;1930;1942;1990;1;9;149;5;0;5;0;L60294;1930;1960;x
Paul;60295;USA;1930;1930;1990;1990;2;5;4;2;0;5;0;L60295;1943;1960;x
Peake;60296;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60296;1945;1960;x
Peek;60297;USA;1930;1930;1990;1990;2;4;1;1;0;5;0;L60297;1937;1960;x
Pierce;60298;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60298;1941;1960;x
Polin;60299;USA;1930;1930;1990;1990;2;5;512;2;0;5;0;L60299;1930;1939;x
Prichard;60300;USA;1930;1930;1990;1990;2;6;128;2;0;5;0;L60300;1940;1945;x
Prickett;60301;USA;1930;1930;1990;1990;2;6;128;2;0;5;0;L60301;1941;1960;x
Putt;60302;USA;1930;1930;1990;1990;2;5;256;2;0;5;0;L60302;1942;1960;x
Raff;60303;USA;1930;1930;1990;1990;2;5;0;2;0;5;0;L60303;1937;1960;x
Rankin;60304;USA;1930;1930;1990;1990;2;6;128;2;0;5;0;L60304;1942;1960;x
Read;60305;USA;1930;1930;1990;1990;2;5;4;2;0;5;0;L60305;1945;1960;x
Reckford;60306;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60306;1938;1960;x
Reinhardt;60307;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60307;1941;1960;x
Reybold;60308;USA;1930;1930;1990;1990;2;5;32;2;0;5;0;L60308;1937;1960;x
Richardson;60310;USA;1930;1930;1930;1990;2;5;4;2;0;5;0;L60310;1930;1960;x
Ridgway;60311;USA;1930;1930;1990;1990;2;7;256;3;0;5;0;L60311;1942;1960;x
Riley;60312;USA;1930;1930;1990;1990;2;4;64;1;0;5;0;L60312;1930;1960;x
Robertson;60313;USA;1930;1930;1990;1990;2;5;0;2;0;5;0;L60313;1940;1960;x
Rockey;60314;USA;1930;1930;1990;1990;2;5;256;2;0;5;0;L60314;1943;1960;x
Roosevelt jr.;60315;USA;1930;1930;1990;1990;2;5;4;2;0;5;0;L60315;1941;1960;x
Rose;60316;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60316;1942;1960;x
Ruffner;60317;USA;1930;1930;1990;1990;2;7;4;3;0;5;0;L60317;1945;1960;x
Rupertus;60318;USA;1930;1930;1990;1990;2;6;256;3;0;5;0;L60318;1942;1960;x
Ryder;60319;USA;1930;1930;1990;1990;2;6;128;3;0;5;0;L60319;1937;1960;x
Sanderson;60320;USA;1930;1930;1990;1990;2;6;256;2;0;5;0;L60320;1942;1960;x
Scanlon;60321;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60321;1944;1960;x
Schley;60322;USA;1930;1930;1990;1990;2;5;32;2;0;5;0;L60322;1930;1960;x
Schmidt;60323;USA;1930;1930;1990;1990;2;7;260;3;0;5;0;L60323;1942;1960;x
Scott;60324;USA;1930;1930;1990;1990;2;4;128;1;0;5;0;L60324;1939;1960;x
Sebree;60325;USA;1930;1930;1990;1990;2;6;4;2;0;5;0;L60325;1942;1960;x
Sheetz;60326;USA;1930;1930;1990;1990;2;4;2;1;0;5;0;L60326;1930;1960;x
Shepherd;60327;USA;1930;1930;1990;1990;2;7;260;3;0;5;0;L60327;1943;1960;x
Sherman;60328;USA;1930;1930;1990;1990;2;5;1;2;0;5;0;L60328;1938;1960;x
Short;60329;USA;1930;1930;1990;1990;2;6;0;2;0;5;0;L60329;1930;1960;x
Silvester;60330;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60330;1942;1960;x
Simpson;60331;USA;1930;1930;1943;1990;1;7;4;3;0;5;0;L60331;1940;1960;x
Sloan;60332;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60332;1943;1960;x
Smith  H.M.;60333;USA;1930;1930;1990;1990;2;7;257;3;0;5;0;L60333;1939;1960;x
Smith  J.C.;60334;USA;1930;1930;1990;1990;2;5;256;2;0;5;0;L60334;1942;1960;x
Smith  W.B.;60335;USA;1930;1930;1990;1990;2;7;128;3;0;5;0;L60335;1943;1960;x
Somervell;60336;USA;1930;1930;1930;1990;1;5;0;2;0;5;0;L60336;1930;1960;x
Sorenson;60337;USA;1930;1930;1990;1990;2;5;256;2;0;5;0;L60337;1942;1960;x
Soulé;60338;USA;1930;1930;1990;1990;2;5;4;2;0;5;0;L60338;1945;1960;x
Spragins;60339;USA;1930;1930;1990;1990;2;4;1;1;0;5;0;L60339;1943;1960;x
Stevens;60340;USA;1930;1930;1990;1990;2;5;513;2;0;5;0;L60340;1930;1960;x
Stillwell;60341;USA;1930;1930;1943;1990;1;9;21;4;0;5;0;L60341;1930;1960;x
Stroh;60342;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60342;1944;1960;x
Strong;60343;USA;1930;1930;1990;1990;2;7;256;3;0;5;0;L60343;1938;1960;x
Sultan;60344;USA;1930;1930;1990;1990;2;7;16;3;0;5;0;L60344;1938;1960;x
Sutherland;60345;USA;1930;1930;1990;1990;2;6;0;2;0;5;0;L60345;1938;1960;x
Swift;60346;USA;1930;1930;1990;1990;2;5;4;1;0;5;0;L60346;1937;1960;x
Swing;60347;USA;1930;1930;1990;1990;2;7;320;3;0;5;0;L60347;1941;1960;x
Taylor;60348;USA;1930;1930;1990;1990;2;7;256;3;0;5;0;L60348;1942;1960;x
Thomas;60349;USA;1930;1930;1990;1990;2;6;256;3;0;5;0;L60349;1942;1960;x
Thompson;60350;USA;1930;1930;1990;1990;2;5;4;2;0;5;0;L60350;1940;1960;x
Thorsen;60351;USA;1930;1930;1990;1990;2;5;4;2;0;5;0;L60351;1943;1960;x
Truscott;60352;USA;1930;1930;1944;1990;1;8;33;3;0;5;0;L60352;1942;1960;x
Turnage;60353;USA;1930;1930;1990;1990;2;6;256;2;0;5;0;L60353;1942;1960;x
Twaddle;60354;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60354;1942;1960;x
Van Fleet;60355;USA;1930;1930;1990;1990;2;7;4;3;0;5;0;L60355;1944;1960;x
Van Voorhis;60356;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60356;1930;1960;x
Vandegrift;60357;USA;1930;1930;1945;1990;2;8;261;3;0;5;0;L60357;1940;1960;x
Vandenberg;60358;USA;1930;1930;1990;1990;2;6;256;2;0;5;0;L60358;1943;1960;x
Wainwright;60359;USA;1930;1930;1990;1990;2;6;1;3;0;5;0;L60359;1930;1960;x
Walker  F.L.;60360;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60360;1941;1960;x
Walker  W.H.;60361;USA;1930;1930;1947;1990;2;7;128;3;0;5;0;L60361;1942;1960;x
Wallace;60362;USA;1930;1930;1990;1990;2;6;4;2;0;5;0;L60362;1942;1960;x
Ward;60363;USA;1930;1930;1990;1990;2;5;128;2;0;5;0;L60363;1942;1960;x
Watson;60364;USA;1930;1930;1990;1990;2;6;128;2;0;5;0;L60364;1944;1960;x
Weaver;60365;USA;1930;1930;1990;1990;2;5;0;2;0;5;0;L60365;1938;1960;x
Wedemeyer;60366;USA;1930;1930;1946;1990;2;7;4;3;0;5;0;L60366;1941;1960;x
Wells;60367;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60367;1930;1960;x
Wheeler;60368;USA;1930;1930;1990;1990;2;6;1;2;0;5;0;L60368;1941;1960;x
White  A.A.;60369;USA;1930;1930;1990;1990;2;4;2;1;0;5;0;L60369;1940;1960;x
White  I.D.;60370;USA;1930;1930;1990;1990;2;7;128;3;0;5;0;L60370;1944;1960;x
Williams;60371;USA;1930;1930;1990;1990;2;5;4;2;0;5;0;L60371;1940;1960;x
Willoughby;60372;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60372;1942;1960;x
Wing;60373;USA;1930;1930;1990;1990;2;5;0;1;0;5;0;L60373;1941;1960;x
Wood  J.E.;60374;USA;1930;1930;1990;1990;2;4;0;1;0;5;0;L60374;1943;1960;x
Wood  J.S.;60375;USA;1930;1930;1990;1990;2;7;128;3;0;5;0;L60375;1938;1960;x
Woodruff;60376;USA;1930;1930;1990;1990;2;6;4;3;0;5;0;L60376;1940;1960;x
Wyche;60377;USA;1930;1930;1990;1990;2;4;4;1;0;5;0;L60377;1941;1960;x
Wyman;60378;USA;1930;1930;1943;1990;2;7;4;3;0;5;0;L60378;1941;1960;x
Anderson  C.R.;60379;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60379;1930;1960;x
Anderson  W.;60380;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60380;1944;1960;x
Barbey;60381;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60381;1930;1960;x
Beary;60382;USA;1930;1930;1990;1990;2;7;0;3;0;5;1;L60382;1941;1960;x
Benson;60383;USA;1930;1930;1930;1990;1;7;0;3;0;5;1;L60383;1930;1960;x
Bogan;60384;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60384;1943;1960;x
Bulkeley;60385;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60385;1939;1960;x
Burke;60386;USA;1930;1930;1939;1990;2;6;4096;2;0;5;1;L60386;1937;1960;x
Calhoun;60387;USA;1930;1930;1990;1990;2;7;0;3;0;5;1;L60387;1941;1960;x
Callaghan;60388;USA;1930;1930;1990;1990;2;7;6144;3;0;5;1;L60388;1941;1960;x
Campbell Kidd;60389;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60389;1939;1960;x
Cassady;60390;USA;1930;1930;1990;1990;2;6;0;2;0;5;1;L60390;1940;1960;x
Christy;60391;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60391;1939;1960;x
Clark;60392;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60392;1944;1960;x
Comstock;60393;USA;1930;1930;1990;1990;2;5;1024;2;0;5;1;L60393;1943;1960;x
Cooke;60394;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60394;1930;1960;x
Cooley;60395;USA;1930;1930;1990;1990;2;7;4096;3;0;5;1;L60395;1941;1960;x
Copeland;60396;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60396;1945;1960;x
Cote;60397;USA;1930;1930;1990;1990;2;6;2048;2;0;5;1;L60397;1939;1960;x
Denfield;60398;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60398;1939;1960;x
Durgin;60399;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60399;1940;1960;x
Edwards;60400;USA;1930;1930;1946;1990;2;7;0;3;0;5;1;L60400;1942;1960;x
English;60401;USA;1930;1930;1946;1990;2;8;1024;3;0;5;1;L60401;1941;1960;x
Fechteler;60402;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60402;1942;1960;x
Fife;60403;USA;1930;1930;1990;1990;2;5;1024;2;0;5;1;L60403;1941;1960;x
Fletcher;60404;USA;1930;1930;1946;1990;2;6;12288;3;0;5;1;L60404;1938;1960;x
Fuqua;60405;USA;1930;1930;1990;1990;2;5;1024;2;0;5;1;L60405;1944;1960;x
Ghormley;60406;USA;1930;1930;1945;1990;1;5;0;2;0;5;1;L60406;1930;1960;x
Giffen;60407;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60407;1940;1960;x
Ginder;60408;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60408;1943;1960;x
Glassford;60409;USA;1930;1930;1990;1990;2;6;8192;3;0;5;1;L60409;1944;1960;x
Glover;60410;USA;1930;1930;1990;1990;2;7;2048;3;0;5;1;L60410;1930;1960;x
Goward;60411;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60411;1945;1960;x
Gygax;60412;USA;1930;1930;1990;1990;2;4;0;1;0;5;1;L60412;1938;1960;x
Hall;60413;USA;1930;1930;1990;1990;2;6;4096;3;0;5;1;L60413;1943;1960;x
Halsey;60414;USA;1930;1930;1942;1945;1;9;12288;4;0;5;1;L60414;1938;1960;x
Hardison;60415;USA;1930;1930;1990;1990;2;6;8192;2;0;5;1;L60415;1943;1960;x
Harrill;60416;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60416;1940;1960;x
Hart;60417;USA;1930;1930;1943;1990;1;8;4096;4;0;5;1;L60417;1938;1960;x
Henderson;60418;USA;1930;1930;1990;1990;2;7;8192;3;0;5;1;L60418;1942;1960;x
Hewitt;60419;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60419;1930;1960;x
Hill;60420;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60420;1939;1960;x
Hilles;60421;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60421;1944;1960;x
Ingram;60422;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60422;1942;1960;x
Kalbfus;60423;USA;1930;1930;1941;1990;1;6;4096;2;0;5;1;L60423;1937;1960;x
Kimmel;60424;USA;1930;1930;1941;1990;1;6;0;3;0;5;1;L60424;1937;1960;x
King;60425;USA;1930;1930;1941;1944;0;9;6144;4;0;5;1;L60425;1930;1960;x
Kinkaid;60426;USA;1930;1930;1945;1990;2;7;6144;3;0;5;1;L60426;1941;1960;x
Kirk;60427;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60427;1930;1960;x
Land;60428;USA;1930;1930;1990;1990;2;6;1024;3;0;5;1;L60428;1930;1938;x
Leahy;60429;USA;1930;1930;1930;1944;1;8;4608;3;0;5;1;L60429;1930;1947;x
Lee;60430;USA;1930;1930;1990;1990;2;6;0;3;0;5;1;L60430;1940;1960;x
Lindsay;60431;USA;1930;1930;1990;1990;2;5;512;2;0;5;1;L60431;1930;1939;x
Lockwood;60432;USA;1930;1930;1990;1990;2;8;1024;3;0;5;1;L60432;1939;1960;x
Maguire;60433;USA;1930;1930;1990;1990;2;5;2048;2;0;5;1;L60433;1944;1960;x
Martin;60434;USA;1930;1930;1990;1990;2;6;0;2;0;5;1;L60434;1942;1960;x
Mason;60435;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60435;1930;1960;x
McCain;60436;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60436;1940;1960;x
McCann;60437;USA;1930;1930;1990;1990;2;6;1024;2;0;5;1;L60437;1939;1960;x
McCollum;60438;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60438;1930;1960;x
McCormick;60439;USA;1930;1930;1944;1990;2;5;0;2;0;5;1;L60439;1939;1960;x
McKee;60440;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60440;1943;1960;x
McMorris;60441;USA;1930;1930;1990;1990;2;5;8192;2;0;5;1;L60441;1942;1960;x
Mills;60442;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60442;1944;1960;x
Mitscher;60443;USA;1930;1930;1946;1990;2;8;0;3;0;5;1;L60443;1942;1960;x
Momsen;60444;USA;1930;1930;1990;1990;2;7;1024;3;0;5;1;L60444;1941;1960;x
Moore  G.C.;60445;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60445;1930;1960;x
Moore  S.;60446;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60446;1939;1960;x
Mullinex;60447;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60447;1943;1960;x
Nimitz;60448;USA;1930;1930;1941;1944;0;9;12288;5;0;5;1;L60448;1930;1960;x
Noyes;60449;USA;1930;1930;1990;1990;2;5;2048;2;0;5;1;L60449;1944;1960;x
Ofstie;60450;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60450;1939;1960;x
Ogan;60451;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60451;1930;1960;x
Oldendorf;60452;USA;1930;1930;1947;1990;2;6;0;2;0;5;1;L60452;1942;1960;x
Paine;60453;USA;1930;1930;1990;1990;2;5;1024;2;0;5;1;L60453;1944;1960;x
Peterson;60454;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60454;1941;1960;x
Powell;60455;USA;1930;1930;1990;1990;2;7;2048;3;0;5;1;L60455;1943;1960;x
Price;60456;USA;1930;1930;1990;1990;2;5;8192;2;0;5;1;L60456;1937;1960;x
Pye;60457;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60457;1942;1960;x
Reeves;60458;USA;1930;1930;1942;1990;2;6;512;2;0;5;1;L60458;1930;1960;x
Robbins;60459;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60459;1943;1960;x
Rodgers;60460;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60460;1930;1939;x
Schoeffel;60461;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60461;1944;1960;x
Scott;60462;USA;1930;1930;1990;1990;2;7;4096;3;0;5;1;L60462;1938;1960;x
Sherman  F.C.;60463;USA;1930;1930;1990;1990;2;7;4096;3;0;5;1;L60463;1942;1960;x
Sherman  F.P.;60464;USA;1930;1930;1990;1990;2;6;4096;3;0;5;1;L60464;1943;1960;x
Smith;60465;USA;1930;1930;1990;1990;2;5;1024;2;0;5;1;L60465;1939;1960;x
Smith-Hutton;60466;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60466;1930;1960;x
Sprague  C.A.F.;60467;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60467;1944;1960;x
Sprague  T.L.;60468;USA;1930;1930;1990;1990;2;8;0;4;0;5;1;L60468;1943;1960;x
Spruance;60469;USA;1930;1930;1944;1990;1;9;4096;4;0;5;1;L60469;1940;1960;x
Stark;60470;USA;1930;1930;1939;1990;1;7;10240;3;0;5;1;L60470;1930;1960;x
Stump;60471;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60471;1940;1960;x
Syfret;60472;USA;1930;1930;1990;1990;2;7;0;3;0;5;1;L60472;1939;1960;x
Theobald;60473;USA;1930;1930;1990;1990;2;5;0;2;0;5;1;L60473;1945;1960;x
Towers;60474;USA;1930;1930;1990;1990;2;6;0;3;0;5;1;L60474;1940;1960;x
Turner  K.;60475;USA;1930;1930;1944;1990;1;7;0;3;0;5;1;L60475;1939;1960;x
Turner  R.;60476;USA;1930;1930;1944;1990;2;6;0;2;0;5;1;L60476;1944;1960;x
Upham;60477;USA;1930;1930;1930;1990;1;5;8192;2;0;5;1;L60477;1930;1939;x
Walters;60478;USA;1930;1930;1990;1990;2;4;1024;1;0;5;1;L60478;1945;1960;x
Withers;60479;USA;1930;1930;1990;1990;2;7;1024;3;0;5;1;L60479;1930;1960;x
Wright  C.;60480;USA;1930;1930;1990;1990;2;7;4096;3;0;5;1;L60480;1942;1960;x
Wright  J.;60481;USA;1930;1930;1990;1990;2;7;4096;3;0;5;1;L60481;1942;1960;x
Andrews;60482;USA;1930;1930;1990;1990;2;7;36864;3;0;5;2;L60482;1930;1960;x
Arnold  A.V.;60483;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60483;1937;1960;x
Arnold H.;60484;USA;1930;1930;1941;1944;1;9;32768;4;0;5;2;L60484;1930;1960;x
Balchen;60485;USA;1930;1930;1990;1990;2;5;32768;2;0;5;2;L60485;1944;1960;x
Bellinger;60486;USA;1930;1930;1990;1990;2;6;131072;3;0;5;2;L60486;1941;1960;x
Blakeslee;60487;USA;1930;1930;1990;1990;2;5;65536;2;0;5;2;L60487;1944;1960;x
Bradley;60488;USA;1930;1930;1990;1990;2;6;4096;2;0;5;2;L60488;1943;1960;x
Brereton;60489;USA;1930;1930;1990;1990;2;6;4096;3;0;5;2;L60489;1938;1960;x
Brett;60490;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60490;1941;1960;x
Brooks;60491;USA;1930;1930;1990;1990;2;5;131072;2;0;5;2;L60491;1945;1960;x
Browne;60492;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60492;1944;1960;x
Burch;60493;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60493;1941;1960;x
Byers;60494;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60494;1944;1960;x
Cannon;60495;USA;1930;1930;1945;1990;2;9;131072;4;0;5;2;L60495;1942;1960;x
Cella;60496;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60496;1943;1960;x
Chennault;60497;USA;1930;1930;1990;1990;2;7;16384;3;0;5;2;L60497;1941;1960;x
Chickering;60498;USA;1930;1930;1990;1990;2;5;4096;2;0;5;2;L60498;1943;1960;x
Cochran;60500;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60500;1942;1960;x
Collins;60501;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60501;1943;1960;x
Craigee;60502;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60502;1943;1960;x
Davis jr.;60503;USA;1930;1930;1990;1990;2;6;4096;3;0;5;2;L60503;1944;1960;x
Delos;60504;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60504;1939;1960;x
Doolittle;60505;USA;1930;1930;1945;1990;2;7;32768;3;0;5;2;L60505;1942;1960;x
Eaker;60506;USA;1930;1930;1945;1990;2;7;16384;3;0;5;2;L60506;1930;1960;x
Ellison;60507;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60507;1944;1960;x
Ferguson;60508;USA;1930;1930;1990;1990;2;7;16384;3;0;5;2;L60508;1938;1960;x
Fitch;60509;USA;1930;1930;1990;1990;2;7;131072;3;0;5;2;L60509;1939;1960;x
Forrest III;60510;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60510;1940;1960;x
Frank;60511;USA;1930;1930;1990;1990;2;6;4096;2;0;5;2;L60511;1938;1960;x
French;60512;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60512;1943;1960;x
Foulois;60513;USA;1930;1930;1990;1990;2;6;8704;3;0;5;2;L60513;1930;1938;x
Gardner;60514;USA;1930;1930;1990;1990;2;7;65536;3;0;5;2;L60514;1942;1960;x
Geiger;60516;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60516;1942;1960;x
Giles;60517;USA;1930;1930;1990;1990;2;6;8192;3;0;5;2;L60517;1942;1960;x
Goodwin;60518;USA;1930;1930;1990;1990;2;6;131072;2;0;5;2;L60518;1939;1960;x
Grow;60519;USA;1930;1930;1990;1990;2;7;131072;3;0;5;2;L60519;1941;1960;x
Hallett;60520;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60520;1941;1960;x
Harmon  E.R.;60521;USA;1930;1930;1990;1990;2;6;131072;3;0;5;2;L60521;1940;1960;x
Harmon  M.F.;60522;USA;1930;1930;1990;1990;2;7;4096;4;0;5;2;L60522;1940;1960;x
Hawes;60523;USA;1930;1930;1990;1990;2;6;131072;3;0;5;2;L60523;1945;1960;x
Jackson;60524;USA;1930;1930;1990;1990;2;5;4096;2;0;5;2;L60524;1944;1960;x
Johnson;60525;USA;1930;1930;1990;1990;2;4;4096;1;0;5;2;L60525;1942;1960;x
Kennedy;60526;USA;1930;1930;1990;1990;2;7;32768;3;0;5;2;L60526;1944;1960;x
Kenney;60527;USA;1930;1930;1945;1990;1;7;131072;3;0;2;2;L60527;1941;1960;x
Kepner;60528;USA;1930;1930;1990;1990;2;6;4096;3;0;5;2;L60528;1942;1960;x
Kleine;60529;USA;1930;1930;1990;1990;2;5;4096;2;0;5;2;L60529;1944;1960;x
Krogstad;60530;USA;1930;1930;1990;1990;2;5;131072;2;0;5;2;L60530;1942;1960;x
Kuter;60531;USA;1930;1930;1990;1990;2;7;16384;3;0;5;2;L60531;1942;1960;x
LeMay;60532;USA;1930;1930;1990;1990;2;9;36864;4;0;2;2;L60532;1943;1960;x
Maddox;60533;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60533;1943;1960;x
Maher;60534;USA;1930;1930;1990;1990;2;6;8192;2;0;5;2;L60534;1942;1960;x
McCarthy;60535;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60535;1943;1960;x
McDonald;60536;USA;1930;1930;1990;1990;2;6;8192;2;0;5;2;L60536;1940;1960;x
McNarney;60537;USA;1930;1930;1945;1990;2;6;0;2;0;5;2;L60537;1941;1960;x
Michall;60538;USA;1930;1930;1990;1990;2;6;8192;2;0;5;2;L60538;1942;1960;x
Mitscher;60539;USA;1930;1930;1946;1990;2;8;131072;3;0;5;2;L60539;1942;1960;x
Moon;60540;USA;1930;1930;1990;1990;2;5;8192;2;0;5;2;L60540;1945;1960;x
Mulcahy;60541;USA;1930;1930;1990;1990;2;6;16384;2;0;5;2;L60541;1942;1960;x
Murray;60542;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60542;1942;1960;x
Norstad;60543;USA;1930;1930;1946;1990;2;6;8192;3;0;5;2;L60543;1943;1960;x
Parsons;60544;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60544;1944;1960;x
Partridge;60545;USA;1930;1930;1990;1990;2;6;32768;2;0;5;2;L60545;1942;1960;x
Peabody;60546;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60546;1941;1960;x
Pownall;60547;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60547;1944;1960;x
Quesada;60548;USA;1930;1930;1990;1990;2;7;4096;3;0;2;2;L60548;1942;1960;x
Richmond;60549;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60549;1942;1960;x
Royce;60550;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60550;1943;1960;x
Rutherford Browning;60551;USA;1930;1930;1990;1990;2;6;8192;2;0;5;2;L60551;1942;1960;x
Ryan;60552;USA;1930;1930;1990;1990;2;5;4096;2;0;5;2;L60552;1942;1960;x
Sallada;60553;USA;1930;1930;1990;1990;2;5;131072;2;0;5;2;L60553;1943;1960;x
Sanders;60554;USA;1930;1930;1990;1990;2;6;65536;2;0;5;2;L60554;1942;1960;x
Schlatter;60555;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60555;1944;1960;x
Simpson;60556;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60556;1943;1960;x
Spaatz;60557;USA;1930;1930;1943;1990;1;9;53248;4;0;2;2;L60557;1940;1960;x
Timberlake;60558;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60558;1943;1960;x
Tucker;60559;USA;1930;1930;1990;1990;2;7;32768;3;0;5;2;L60559;1941;1960;x
