Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Fegelein;498;GER;1930;1936;1940;1990;2;3;0;2;0;5;0;L498;1942;1960;x
Fitzhum;499;GER;1930;1936;1940;1990;2;5;1;2;0;5;0;L499;1943;1960;x
Gille;500;GER;1930;1936;1940;1990;2;7;128;2;0;5;0;L500;1942;1960;x
Harmel;501;GER;1930;1936;1940;1990;2;5;128;2;0;5;0;L501;1944;1960;x
Hausser;503;GER;1930;1936;1940;1946;1;9;133;2;0;5;0;L503;1930;1960;x
Heissmeyer;504;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L504;1930;1960;x
Himmler;505;GER;1930;1936;1930;1944;0;4;513;0;0;5;0;L505;1944;1945;x
Jungclaus;507;GER;1930;1936;1940;1990;2;5;4;2;0;5;0;L507;1943;1960;x
Keppler;508;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L508;1940;1960;x
Kleinheisterkamp;509;GER;1930;1936;1940;1990;2;6;259;2;0;5;0;L509;1941;1960;x
Kraas;510;GER;1930;1936;1940;1990;2;6;8;2;0;5;0;L510;1945;1960;x
Krämer;511;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L511;1943;1960;x
Kutschera;513;GER;1930;1936;1940;1990;2;5;4;2;0;5;0;L513;1942;1960;x
Kumm;514;GER;1930;1936;1940;1990;2;6;129;1;0;5;0;L514;1941;1960;x
Lammerding;515;GER;1930;1936;1940;1990;2;6;5;2;0;5;0;L515;1943;1960;x
Meyer;517;GER;1930;1936;1940;1990;2;8;129;2;0;5;0;L517;1943;1960;x
Mohnke;518;GER;1930;1936;1940;1990;2;6;1;2;0;5;0;L518;1945;1960;x
Ostendorff;519;GER;1930;1936;1940;1990;2;5;4;2;0;5;0;L519;1943;1960;x
Peiper;520;GER;1930;1936;1940;1990;2;6;4;2;0;5;0;L520;1944;1960;x
Rumohr;524;GER;1930;1936;1940;1990;2;6;4;2;0;5;0;L524;1943;1960;x
Sauberzweig;525;GER;1930;1936;1940;1990;2;7;256;2;0;5;0;L525;1943;1960;x
Skorzeny;528;GER;1930;1936;1940;1990;2;8;272;2;0;5;0;L528;1945;1960;x
Stadler;529;GER;1930;1936;1940;1990;2;6;3;2;0;5;0;L529;1944;1960;x
Streckenbach;531;GER;1930;1936;1940;1990;2;5;1;2;0;5;0;L531;1942;1960;x
Trabandt;532;GER;1930;1936;1940;1990;2;5;8;2;0;5;0;L532;1944;1960;x
von dem Bach-Zelewski;533;GER;1930;1936;1940;1990;2;4;2;2;0;5;0;L533;1930;1960;x
von Hünersdorff;534;GER;1930;1936;1940;1990;2;6;260;2;0;5;0;L534;1939;1960;x
von Oppeln-Bronikowski;537;GER;1930;1936;1940;1990;2;7;128;2;0;5;0;L537;1945;1960;x
von Pfeffer-Wildenbruch;538;GER;1930;1936;1940;1990;2;6;4;2;0;5;0;L538;1939;1960;x
Wenck Walter;539;GER;1930;1936;1940;1990;2;8;129;2;0;5;0;L539;1939;1960;x
Wisliceny;541;GER;1930;1936;1940;1990;2;5;1;2;0;5;0;L541;1945;1960;x
Witt;542;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L542;1942;1960;x
Zehender;543;GER;1930;1936;1940;1990;2;6;1;2;0;5;0;L543;1943;1960;x
Feketehalmy-Czeydner;551;GER;1930;1936;1940;1990;2;5;514;2;0;3;0;L551;1944;1960;x
Feurstein;552;GER;1930;1936;1940;1990;2;6;3;2;0;4;0;L552;1938;1960;x
Gräser  C.;555;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L555;1943;1960;x
Hammer;556;GER;1930;1936;1940;1990;2;5;35;2;0;5;0;L556;1938;1960;x
Haselmayr;557;GER;1930;1936;1940;1990;2;5;514;2;0;3;0;L557;1941;1960;x
Hickmann;558;GER;1930;1936;1940;1990;2;4;0;2;0;4;1;L558;1938;1960;x
Kubena;561;GER;1930;1936;1940;1990;2;5;0;2;0;4;2;L561;1938;1960;x
Longin;562;GER;1930;1936;1940;1990;2;5;32768;2;0;5;2;L562;1938;1960;x
Phleps Artur;567;GER;1941;1936;1943;1990;1;9;5;2;0;5;0;L567;1941;1960;x
Schaffarz;569;GER;1930;1936;1940;1990;2;5;2;2;0;4;0;L569;1938;1960;x
Schöbel;570;GER;1930;1936;1940;1990;2;5;0;2;0;4;2;L570;1941;1960;x
Vesely;573;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L573;1938;1960;x
von Eimannsberger;575;GER;1930;1936;1940;1990;2;5;514;2;0;5;0;L575;1938;1960;x
von Hubicki;576;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L576;1938;1960;x
Zaiser;577;GER;1930;1936;1940;1990;2;6;514;2;0;4;0;L577;1938;1960;x
Zborzil;578;GER;1930;1936;1940;1990;2;5;0;2;0;4;0;L578;1938;1960;x
Adam;580;GER;1930;1936;1940;1946;1;6;2;2;0;5;0;L580;1930;1960;x
Aldrian;581;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L581;1942;1960;x
Ansat;582;GER;1930;1936;1940;1990;2;4;2;2;0;5;0;L582;1940;1960;x
Assmann;583;GER;1930;1936;1940;1990;2;7;10;2;0;5;0;L583;1944;1960;x
Auffenberg-Komarow;584;GER;1930;1936;1940;1990;2;4;0;2;0;4;0;L584;1942;1960;x
Barckhausen;586;GER;1930;1936;1940;1990;2;6;64;2;0;5;0;L586;1930;1960;x
Beisswänger;588;GER;1930;1936;1940;1990;2;6;2;2;0;5;0;L588;1943;1960;x
Bertram;589;GER;1930;1936;1940;1990;2;4;2;2;0;5;0;L589;1930;1960;x
Beukemann;590;GER;1930;1936;1940;1990;2;7;0;2;0;5;0;L590;1943;1960;x
Boelsen;591;GER;1930;1936;1940;1990;2;5;128;2;0;5;0;L591;1944;1960;x
Brand;592;GER;1930;1936;1940;1990;2;6;2;2;0;5;0;L592;1937;1960;x
Brennecke;593;GER;1930;1936;1940;1990;2;6;8;2;0;5;0;L593;1939;1960;x
Engelbrecht;595;GER;1930;1936;1940;1990;2;6;64;2;0;5;0;L595;1939;1960;x
Erfurth;596;GER;1930;1936;1940;1990;1;6;4;2;0;5;0;L596;1930;1960;x
Fangohr;597;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L597;1943;1960;x
Fries;599;GER;1930;1936;1940;1990;2;7;128;2;0;5;0;L599;1943;1960;x
Grasser;601;GER;1930;1936;1940;1946;1;8;7;2;0;5;0;L601;1942;1960;x
von Altrock;602;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L602;1940;1960;x
von Beeren;604;GER;1930;1936;1940;1990;2;6;16;2;0;5;0;L604;1943;1960;x
von Boineburg-Langsfeld;606;GER;1930;1936;1940;1990;2;7;3;2;0;5;0;L606;1943;1960;x
von Blomberg;607;GER;1930;1936;1940;1930;0;6;517;1;0;4;0;L607;1930;1938;x
von Bünau;608;GER;1930;1936;1940;1990;2;5;4;2;0;5;0;L608;1940;1960;x
von Edelsheim;610;GER;1930;1936;1940;1990;2;5;128;2;0;5;0;L610;1943;1960;x
von Fritsch;611;GER;1930;1936;1940;1990;1;6;515;2;0;3;0;L611;1930;1938;x
von Hindenburg;612;GER;1930;1936;1940;1990;2;3;512;2;0;5;0;L612;1930;1960;x
von und zu Gilsa;614;GER;1930;1936;1940;1990;2;6;4;2;0;5;0;L614;1941;1960;x
Schwalbe;617;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L617;1942;1960;x
Höhne;618;GER;1930;1936;1940;1990;1;6;2;2;0;5;0;L618;1940;1960;x
Püchler;619;GER;1930;1936;1940;1990;2;5;256;2;0;5;0;L619;1942;1960;x
Schack;620;GER;1930;1936;1940;1990;2;6;2;2;0;3;0;L620;1938;1960;x
Thumm;623;GER;1930;1936;1940;1990;2;4;2;2;0;5;0;L623;1942;1960;x
Holle;624;GER;1930;1936;1940;1990;2;7;16384;2;0;5;2;L624;1943;1960;x
Wilke;625;GER;1930;1936;1940;1990;2;6;20480;2;0;5;2;L625;1943;1960;x
Hentschel;626;GER;1930;1936;1940;1990;2;7;4096;2;0;5;2;L626;1944;1960;x
Korten;628;GER;1930;1936;1940;1990;2;6;20480;2;0;5;2;L628;1940;1960;x
Schenck;629;GER;1930;1936;1940;1990;2;6;4096;2;0;5;2;L629;1944;1960;x
von Bülow-Bothkamp;630;GER;1930;1936;1940;1990;2;6;4096;2;0;5;2;L630;1944;1960;x
von Heinemann;631;GER;1930;1936;1940;1990;2;6;4096;2;0;5;2;L631;1943;1960;x
Sinnhuber;632;GER;1930;1936;1940;1990;2;6;2;2;0;5;0;L632;1939;1960;x
Sponheimer;633;GER;1930;1936;1940;1990;2;7;11;2;0;5;0;L633;1939;1960;x
Angern;634;GER;1930;1936;1940;1990;2;7;3;2;0;5;0;L634;1941;1960;x
Kniess Baptist;641;GER;1938;1936;1942;1990;2;6;2;2;0;5;0;L641;1938;1960;x
Behrens;651;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L651;1942;1960;x
Behschnitt;652;GER;1930;1936;1940;1990;2;7;0;2;0;5;0;L652;1937;1960;x
Bielfeld;654;GER;1930;1936;1940;1990;2;6;64;2;0;5;0;L654;1940;1960;x
Bitthorn;656;GER;1930;1936;1940;1990;2;6;516;2;0;5;0;L656;1943;1960;x
Block;657;GER;1930;1936;1940;1990;1;7;4;2;0;5;0;L657;1942;1960;x
Blüm;658;GER;1930;1936;1940;1990;2;7;0;2;0;5;0;L658;1938;1960;x
Boltze;660;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L660;1930;1960;x
Boysen;661;GER;1930;1936;1940;1990;2;7;3;2;0;5;0;L661;1939;1960;x
Brandt  F.W.;662;GER;1930;1936;1940;1990;1;6;576;2;0;5;0;L662;1930;1939;x
Brämer;665;GER;1930;1936;1940;1990;1;7;4;2;0;5;0;L665;1930;1960;x
Buschenhagen;667;GER;1930;1936;1940;1990;1;6;2;2;0;5;0;L667;1941;1960;x
Böttcher  H.;668;GER;1930;1936;1940;1990;2;6;16;2;0;5;0;L668;1930;1960;x
Büchs  F.;669;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L669;1937;1960;x
Büscher;671;GER;1930;1936;1940;1990;2;5;8;2;0;5;0;L671;1944;1960;x
Carp;672;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L672;1938;1960;x
Crasemann;674;GER;1930;1936;1940;1990;1;6;192;2;0;5;0;L674;1943;1960;x
Curtze;675;GER;1930;1936;1940;1990;2;5;516;2;0;5;0;L675;1930;1960;x
Dehmel;677;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L677;1939;1960;x
Detmering;680;GER;1930;1936;1940;1990;2;7;2;2;0;5;0;L680;1938;1960;x
Dippold;682;GER;1930;1936;1940;1990;2;7;4;2;0;5;0;L682;1939;1960;x
Dittmar;683;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L683;1940;1960;x
Düvert;686;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L686;1941;1960;x
Ebeling;687;GER;1930;1936;1940;1990;2;7;2;2;0;5;0;L687;1942;1960;x
Eberhardt;688;GER;1930;1936;1940;1990;2;7;16;2;0;5;0;L688;1939;1960;x
Eberle;689;GER;1930;1936;1940;1990;2;7;128;2;0;5;0;L689;1941;1960;x
Eberth;690;GER;1930;1936;1940;1990;1;5;64;2;0;5;0;L690;1930;1960;x
Endres;692;GER;1930;1936;1940;1990;2;5;514;2;0;5;0;L692;1930;1960;x
Fehn;693;GER;1930;1936;1940;1990;1;7;0;2;0;5;0;L693;1940;1960;x
Feige;694;GER;1930;1936;1940;1990;2;5;4;2;0;5;0;L694;1930;1960;x
Fellgiebel;695;GER;1930;1936;1940;1990;1;6;2;2;0;4;0;L695;1938;1960;x
Fett;696;GER;1930;1936;1940;1990;2;5;512;2;0;5;0;L696;1930;1960;x
Fischer  H.;697;GER;1930;1936;1940;1990;1;7;514;2;0;5;0;L697;1930;1939;x
Fischer  K.;698;GER;1930;1936;1940;1990;2;5;514;2;0;5;0;L698;1930;1960;x
Fischer  W.;699;GER;1930;1936;1940;1990;2;8;128;2;0;5;0;L699;1941;1960;x
Fleck;700;GER;1930;1936;1940;1990;1;7;514;2;0;5;0;L700;1930;1938;x
Fretter-Pico  O.;702;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L702;1943;1960;x
Friedrich;703;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L703;1940;1960;x
Friedrich-Willich;704;GER;1930;1936;1940;1990;2;4;0;2;0;5;2;L704;1937;1960;x
Fuchs;705;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L705;1943;1960;x
Gaissert;707;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L707;1940;1960;x
Gauthier;708;GER;1930;1936;1940;1990;2;5;0;2;0;5;2;L708;1938;1960;x
Geib;709;GER;1930;1936;1940;1990;1;7;257;2;0;5;0;L709;1937;1960;x
Geitner;710;GER;1930;1936;1940;1990;2;4;130;2;0;5;0;L710;1939;1960;x
Gerhardt;714;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L714;1939;1960;x
Gerstmann;715;GER;1930;1936;1940;1990;2;5;4;2;0;5;0;L715;1944;1960;x
Gleininger;717;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L717;1944;1960;x
Groppe;719;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L719;1937;1960;x
Gudowius;721;GER;1930;1936;1940;1990;2;5;640;2;0;5;0;L721;1930;1960;x
Guhl;722;GER;1930;1936;1940;1990;2;6;512;2;0;5;0;L722;1930;1938;x
Göttke;726;GER;1930;1936;1940;1990;2;5;514;2;0;5;0;L726;1930;1960;x
Haase  K.;727;GER;1930;1936;1940;1990;2;6;16;2;0;5;0;L727;1940;1960;x
Halm;728;GER;1930;1936;1940;1990;1;7;0;2;0;5;2;L728;1930;1960;x
Hansen  K.;730;GER;1930;1936;1940;1990;2;5;512;2;0;5;0;L730;1930;1960;x
Hartmann  O.;731;GER;1930;1936;1940;1990;1;6;64;2;0;5;0;L731;1930;1960;x
Hartwich;732;GER;1930;1936;1940;1990;2;7;512;2;0;5;0;L732;1942;1960;x
Hauser  E.;733;GER;1930;1936;1940;1990;2;6;256;2;0;5;0;L733;1943;1960;x
Hauser  W.;734;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L734;1942;1960;x
Heberlein;735;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L735;1939;1960;x
Heinemann;736;GER;1930;1936;1940;1990;1;5;64;2;0;5;0;L736;1930;1960;x
Heinrichs;737;GER;1930;1936;1940;1990;2;6;8;2;0;5;0;L737;1942;1960;x
Held;738;GER;1930;1936;1940;1990;2;5;512;2;0;5;0;L738;1930;1960;x
Hengen;740;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L740;1930;1960;x
Herrmann;744;GER;1930;1936;1940;1990;2;5;2;2;0;5;0;L744;1937;1960;x
Heunert;745;GER;1930;1936;1940;1990;2;5;64;2;0;5;0;L745;1938;1960;x
Hinghofer;749;GER;1930;1936;1940;1990;2;6;2;2;0;5;0;L749;1939;1960;x
Hochbaum;750;GER;1930;1936;1940;1990;1;6;0;2;0;5;0;L750;1942;1960;x
Hoffmeister;751;GER;1930;1936;1940;1990;2;6;256;2;0;5;0;L751;1943;1960;x
Hofmann;752;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L752;1941;1960;x
Huffmann;754;GER;1930;1936;1940;1990;2;7;0;2;0;5;0;L754;1942;1960;x
Höcker;755;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L755;1941;1960;x
Höfl;756;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L756;1939;1960;x
Högner;757;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L757;1938;1960;x
Hörnlein;758;GER;1930;1936;1940;1990;1;8;0;2;0;5;0;L758;1942;1960;x
Hühner;759;GER;1930;1936;1940;1990;2;5;4;2;0;5;0;L759;1941;1960;x
Hüttmann;760;GER;1930;1936;1940;1990;2;6;544;2;0;5;0;L760;1940;1960;x
Jahr;762;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L762;1940;1960;x
Jaenicke Erwin;763;GER;1936;1936;1940;1990;1;7;3;2;0;5;0;L763;1939;1960;x
Jaschke;764;GER;1930;1936;1940;1990;1;7;0;2;0;5;0;L764;1941;1960;x
Kabisch;765;GER;1930;1936;1943;1990;1;7;545;2;0;5;0;L765;1930;1942;x
Kamecke Hans;767;GER;1941;1936;1946;1990;2;6;3;2;0;5;0;L767;1941;1960;x
Karst Friedrich;768;GER;1942;1936;1940;1990;2;6;5;3;0;5;0;L768;1942;1960;x
Kaspar Jacob;769;GER;1941;1936;1940;1990;2;5;514;2;0;5;0;L769;1941;1960;x
Kauffmann Gerhard;770;GER;1939;1936;1945;1990;2;6;2;2;0;5;0;L770;1939;1960;x
Keim;771;GER;1930;1936;1940;1990;2;5;514;2;0;5;0;L771;1943;1960;x
Keiner Walter;772;GER;1938;1936;1943;1990;1;7;2;2;0;5;0;L772;1938;1960;x
Keitel Bodewin;773;GER;1938;1936;1942;1990;1;5;2;2;0;5;0;L773;1938;1960;x
Kressmann;774;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L774;1942;1960;x
Kämpfe;775;GER;1930;1936;1940;1990;2;5;2;2;0;5;0;L775;1930;1960;x
Lackner;776;GER;1930;1936;1940;1990;2;5;256;2;0;5;0;L776;1940;1960;x
Recknagel;779;GER;1930;1936;1940;1990;1;8;0;2;0;5;0;L779;1942;1960;x
Schmalz;781;GER;1930;1936;1940;1990;2;8;384;2;0;5;0;L781;1944;1960;x
Schulz  K.L.;782;GER;1930;1936;1940;1990;2;5;256;2;0;5;0;L782;1945;1960;x
Spang;783;GER;1930;1936;1940;1990;2;6;0;2;0;5;2;L783;1938;1960;x
Steudemann;784;GER;1930;1936;1940;1990;2;7;2;2;0;5;0;L784;1939;1960;x
Volkmann;786;GER;1930;1936;1940;1990;1;7;0;2;0;5;2;L786;1930;1960;x
von Amsberg;787;GER;1930;1936;1940;1990;1;6;640;2;0;5;0;L787;1930;1938;x
von Apell  W.;789;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L789;1941;1960;x
von Bergmann;791;GER;1930;1936;1940;1990;1;6;516;2;0;5;0;L791;1930;1960;x
von Blücher;792;GER;1930;1936;1940;1990;2;7;8;2;0;5;0;L792;1942;1960;x
von Bodecker;793;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L793;1945;1960;x
von Bonin;794;GER;1930;1936;1940;1990;2;7;512;2;0;5;0;L794;1930;1938;x
von Botzheim;795;GER;1930;1936;1940;1990;2;5;520;2;0;5;0;L795;1930;1938;x
von Brodowski;796;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L796;1937;1960;x
von Buch;797;GER;1930;1936;1940;1990;2;5;69;2;0;5;0;L797;1943;1960;x
von Böhm-Ermolli;798;GER;1930;1936;1940;1930;0;4;515;1;0;5;0;L798;1930;1938;x
von Chappuis;800;GER;1930;1936;1940;1990;2;5;2;2;0;5;0;L800;1938;1960;x
von Cochenhausen;802;GER;1930;1936;1940;1990;2;5;32;2;0;5;0;L802;1937;1960;x
von Czettritz und Neuhauss;803;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L803;1943;1960;x
von dem Bussche-Ippenburg;804;GER;1930;1936;1940;1990;1;5;576;2;0;5;0;L804;1930;1960;x
von Ditfurth;805;GER;1930;1936;1940;1990;2;4;545;2;0;5;0;L805;1939;1960;x
von Dräbich-Wächter;807;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L807;1940;1960;x
von Egan-Krieger;808;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L808;1940;1960;x
von Epp;809;GER;1930;1936;1940;1990;1;4;517;2;0;5;0;L809;1930;1960;x
von Erdmannsdorff;810;GER;1930;1936;1940;1990;2;7;16;2;0;2;0;L810;1942;1960;x
van Faber du Faur;812;GER;1930;1936;1940;1990;2;4;32;2;0;5;0;L812;1937;1960;x
von Greiff;816;GER;1930;1936;1940;1990;1;5;512;2;0;5;0;L816;1930;1939;x
von Hammerstein-Equord  G.;817;GER;1930;1936;1940;1990;2;5;4;2;0;5;0;L817;1930;1960;x
von Hase;818;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L818;1938;1960;x
von Hauenschild;819;GER;1930;1936;1940;1990;2;4;0;2;0;5;0;L819;1942;1960;x
von Haydringen;820;GER;1930;1936;1940;1990;2;7;32;2;0;2;0;L820;1939;1960;x
von Hengl;821;GER;1930;1936;1940;1990;1;7;257;2;0;5;0;L821;1942;1960;x
von Heydebrand und Lasa;822;GER;1930;1936;1940;1990;2;4;4;2;0;5;0;L822;1940;1960;x
von Hirschberg;823;GER;1930;1936;1945;1990;2;5;544;2;0;5;0;L823;1930;1960;x
von Horstig d'Aubigny von Engelbrunner;824;GER;1930;1936;1940;1990;2;6;32;2;0;5;0;L824;1942;1960;x
von Jesser;825;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L825;1942;1960;x
von Kayser;826;GER;1930;1936;1940;1990;1;6;516;2;0;5;0;L826;1930;1960;x
von Kieffer;828;GER;1930;1936;1940;1990;2;6;544;2;0;5;0;L828;1930;1960;x
von Kotze;830;GER;1930;1936;1940;1990;2;6;0;2;0;5;2;L830;1939;1960;x
von Necker;831;GER;1930;1936;1940;1990;2;7;384;2;0;5;0;L831;1945;1960;x
von Roques;833;GER;1930;1936;1940;1990;1;5;0;2;0;5;2;L833;1930;1960;x
von Schröder;834;GER;1930;1936;1940;1990;1;6;0;2;0;5;2;L834;1930;1960;x
von Stülpnagel  O.;835;GER;1930;1936;1940;1990;1;6;0;2;0;5;2;L835;1930;1960;x
von und zu Grote;836;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L836;1937;1960;x
Backenköhler;838;GER;1930;1936;1940;1990;1;6;2048;3;0;5;1;L838;1940;1960;x
Bastian;840;GER;1930;1936;1940;1990;1;7;0;2;0;5;1;L840;1930;1960;x
Dose;842;GER;1930;1936;1940;1990;2;5;1024;2;0;5;1;L842;1942;1960;x
Faber;844;GER;1930;1936;1940;1990;2;7;8704;2;0;5;1;L844;1940;1960;x
Fanger;845;GER;1930;1936;1940;1990;1;5;8192;2;0;5;1;L845;1938;1960;x
Fechter;846;GER;1930;1936;1940;1990;2;5;512;2;0;5;1;L846;1930;1960;x
Feige;847;GER;1930;1936;1940;1990;2;7;0;2;0;5;1;L847;1930;1960;x
Fleischer;848;GER;1930;1936;1940;1990;1;6;8192;2;0;5;1;L848;1939;1960;x
Franz;849;GER;1930;1936;1940;1990;2;4;4608;2;0;5;1;L849;1930;1960;x
Fricke;850;GER;1930;1936;1940;1990;1;6;1024;2;0;5;1;L850;1939;1960;x
Fuchs;851;GER;1930;1936;1940;1990;1;5;0;2;0;5;1;L851;1938;1960;x
Gladisch;852;GER;1930;1936;1940;1990;2;5;8704;2;0;5;1;L852;1930;1960;x
Grassmann;853;GER;1930;1936;1940;1990;2;4;0;2;0;5;1;L853;1937;1960;x
Hansen;854;GER;1930;1936;1940;1990;1;6;512;2;0;5;1;L854;1930;1960;x
Hönicke;855;GER;1930;1936;1940;1990;2;5;512;2;0;5;1;L855;1930;1960;x
Isendahl;856;GER;1930;1936;1940;1990;2;7;512;2;0;5;1;L856;1930;1960;x
Kratzenberg;857;GER;1930;1936;1940;1990;2;6;1024;2;0;5;1;L857;1943;1960;x
Krause;858;GER;1930;1936;1940;1990;2;5;1024;2;0;5;1;L858;1939;1960;x
Kühne;859;GER;1930;1936;1940;1990;2;7;8704;2;0;5;1;L859;1930;1960;x
Kähler;860;GER;1930;1936;1940;1990;2;5;8192;2;0;5;1;L860;1943;1960;x
Lindau;861;GER;1930;1936;1940;1990;2;6;0;2;0;5;1;L861;1930;1960;x
Lohmann;862;GER;1930;1936;1940;1990;2;4;0;2;0;5;1;L862;1940;1960;x
Lützow;863;GER;1930;1936;1940;1990;2;6;512;2;0;5;1;L863;1930;1960;x
Machens;864;GER;1930;1936;1940;1990;2;5;4096;2;0;5;1;L864;1942;1960;x
Meendsen-Bohlken;865;GER;1930;1936;1940;1990;2;5;0;2;0;5;1;L865;1943;1960;x
Menche;866;GER;1930;1936;1940;1990;2;6;2560;2;0;5;1;L866;1930;1960;x
Mewis;867;GER;1930;1936;1940;1990;2;5;0;2;0;5;1;L867;1937;1960;x
Michels;868;GER;1930;1936;1940;1990;2;6;1024;2;0;5;1;L868;1941;1960;x
Niemand;869;GER;1930;1936;1940;1990;2;7;1024;2;0;5;1;L869;1941;1960;x
Nordmann;870;GER;1930;1936;1940;1990;2;4;0;2;0;5;1;L870;1941;1960;x
Prentzel;871;GER;1930;1936;1940;1990;1;5;0;2;0;5;1;L871;1930;1960;x
Ramien;872;GER;1930;1936;1940;1990;2;6;0;2;0;5;1;L872;1937;1960;x
Schultze;873;GER;1930;1936;1940;1942;1;7;4608;2;0;5;1;L873;1930;1960;x
Schüssler;874;GER;1930;1936;1940;1990;2;4;0;2;0;5;1;L874;1939;1960;x
Starke;875;GER;1930;1936;1940;1990;2;7;0;2;0;5;1;L875;1930;1960;x
Stieringer;876;GER;1930;1936;1940;1990;2;7;0;2;0;5;1;L876;1940;1960;x
Stobwasser;877;GER;1930;1936;1940;1990;2;4;8192;2;0;5;1;L877;1930;1960;x
Tillessen;878;GER;1930;1936;1940;1990;1;7;0;2;0;5;1;L878;1930;1960;x
Utke;879;GER;1930;1936;1940;1990;2;5;8192;2;0;5;1;L879;1942;1960;x
von dem Borne;880;GER;1930;1936;1940;1990;2;4;0;2;0;5;1;L880;1940;1960;x
von Gagern;881;GER;1930;1936;1940;1990;2;5;512;2;0;5;1;L881;1930;1960;x
von Heimburg;882;GER;1930;1936;1940;1990;2;4;1024;2;0;5;1;L882;1939;1960;x
von Henning;883;GER;1930;1936;1940;1990;2;5;512;2;0;5;1;L883;1930;1960;x
von Nordeck;884;GER;1930;1936;1940;1990;1;6;1024;2;0;5;1;L884;1930;1960;x
von Salza;885;GER;1930;1936;1940;1990;2;5;4096;2;0;5;1;L885;1939;1960;x
von Schrader;886;GER;1930;1936;1940;1990;1;7;8192;2;0;5;1;L886;1937;1960;x
von Schröder;887;GER;1930;1936;1940;1990;2;4;0;2;0;5;1;L887;1930;1960;x
von Schweinitz zu Krain und Kauder;888;GER;1930;1936;1940;1990;2;6;0;2;0;5;1;L888;1941;1960;x
von Seebach;889;GER;1930;1936;1940;1990;2;4;0;2;0;5;1;L889;1938;1960;x
von Trotha;890;GER;1930;1936;1940;1990;2;6;1024;2;0;5;1;L890;1942;1960;x
Warzecha;891;GER;1930;1936;1940;1944;0;8;8192;2;0;5;1;L891;1938;1960;x
Wassner;892;GER;1930;1936;1940;1990;2;6;0;2;0;5;1;L892;1930;1960;x
Werth;893;GER;1930;1936;1940;1990;2;4;512;2;0;5;1;L893;1930;1960;x
Wolf;894;GER;1930;1936;1940;1990;2;7;1024;2;0;5;1;L894;1930;1960;x
Wollanke;895;GER;1930;1936;1940;1990;2;6;2048;2;0;5;1;L895;1941;1960;x
Wurmbach;896;GER;1930;1936;1940;1990;1;6;8192;2;0;5;1;L896;1940;1960;x
Wülfing von Ditten;897;GER;1930;1936;1940;1990;2;6;512;2;0;5;1;L897;1930;1960;x
Zieger;898;GER;1930;1936;1940;1990;1;7;0;2;0;5;1;L898;1937;1960;x
Abernetty;899;GER;1930;1936;1940;1990;2;6;0;2;0;5;2;L899;1938;1960;x
Alt;900;GER;1930;1936;1940;1990;2;6;8192;2;0;5;2;L900;1944;1960;x
Angerstein;901;GER;1930;1936;1940;1990;2;5;16384;2;0;5;2;L901;1941;1960;x
